Building DAG of jobs...
Using shell: /usr/bin/bash
Provided cores: 16
Rules claiming more threads will be scaled down.
Job counts:
	count	jobs
	1	strelka
	1

[Sat Mar 13 00:23:58 2021]
rule strelka:
    input: /spin1/scratch/tandonm/pipeline_out/tn_test_1/bams/chrom_split/Sample4_CRL1622_S31.test.chr16.split.bam, /spin1/scratch/tandonm/pipeline_out/tn_test_1/bams/chrom_split/Sample10_ARK1_S37.test.chr16.split.bam
    output: /spin1/scratch/tandonm/pipeline_out/tn_test_1/somatic/SNP_Indels/strelka_out/chrom_split/Sample10_ARK1_S37.test.chr16.vcf
    jobid: 0
    wildcards: samples=Sample10_ARK1_S37.test, chroms=chr16

[+] Loading strelka  2.9.0  on cn2298 

Successfully created workflow run script.
To execute the workflow, run the following script and set appropriate options:

/spin1/scratch/tandonm/pipeline_out/tn_test_1/somatic/SNP_Indels/strelka_out/chrom_split/Sample10_ARK1_S37.test/chr16/runWorkflow.py
[2021-03-13T05:24:02.691559] [cn2298.hpc.nih.gov] [29836_1] [WorkflowRunner] Initiating pyFlow run
[2021-03-13T05:24:02.692453] [cn2298.hpc.nih.gov] [29836_1] [WorkflowRunner] pyFlowClientWorkflowClass: StrelkaSomaticWorkflow
[2021-03-13T05:24:02.693223] [cn2298.hpc.nih.gov] [29836_1] [WorkflowRunner] pyFlowVersion: 1.1.19
[2021-03-13T05:24:02.693836] [cn2298.hpc.nih.gov] [29836_1] [WorkflowRunner] pythonVersion: 2.7.15.final.0
[2021-03-13T05:24:02.694488] [cn2298.hpc.nih.gov] [29836_1] [WorkflowRunner] WorkingDir: '/spin1/scratch/tandonm/pipeline_out/tn_test_1/somatic/SNP_Indels/strelka_out/chrom_split/Sample10_ARK1_S37.test/chr16'
[2021-03-13T05:24:02.695317] [cn2298.hpc.nih.gov] [29836_1] [WorkflowRunner] ProcessCmdLine: './runWorkflow.py -m local -j 15'
[2021-03-13T05:24:02.696050] [cn2298.hpc.nih.gov] [29836_1] [WorkflowRunner] [RunParameters] mode: local
[2021-03-13T05:24:02.696909] [cn2298.hpc.nih.gov] [29836_1] [WorkflowRunner] [RunParameters] nCores: 15
[2021-03-13T05:24:02.698051] [cn2298.hpc.nih.gov] [29836_1] [WorkflowRunner] [RunParameters] memMb: 257654
[2021-03-13T05:24:02.698932] [cn2298.hpc.nih.gov] [29836_1] [WorkflowRunner] [RunParameters] dataDir: /spin1/scratch/tandonm/pipeline_out/tn_test_1/somatic/SNP_Indels/strelka_out/chrom_split/Sample10_ARK1_S37.test/chr16/workspace/pyflow.data
[2021-03-13T05:24:02.700062] [cn2298.hpc.nih.gov] [29836_1] [WorkflowRunner] [RunParameters] isDryRun: False
[2021-03-13T05:24:02.701383] [cn2298.hpc.nih.gov] [29836_1] [WorkflowRunner] [RunParameters] isContinue: False
[2021-03-13T05:24:02.702274] [cn2298.hpc.nih.gov] [29836_1] [WorkflowRunner] [RunParameters] isForceContinue: True
[2021-03-13T05:24:02.703205] [cn2298.hpc.nih.gov] [29836_1] [WorkflowRunner] [RunParameters] mailTo: ''
[2021-03-13T05:24:02.704958] [cn2298.hpc.nih.gov] [29836_1] [TaskRunner:masterWorkflow] Starting task specification for master workflow
[2021-03-13T05:24:02.707782] [cn2298.hpc.nih.gov] [29836_1] [StrelkaSomaticWorkflow] Initiating Strelka somatic workflow version: UNKNOWN
[2021-03-13T05:24:08.174380] [cn2298.hpc.nih.gov] [29836_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_008_chr9_0009] Task initiated on local node
[2021-03-13T05:24:08.184498] [cn2298.hpc.nih.gov] [29836_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_410_chr17_JH159148v1_alt_0000' to sub-workflow 'CallGenome'
[2021-03-13T05:24:08.185443] [cn2298.hpc.nih.gov] [29836_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_015_chr16_0003' from sub-workflow 'CallGenome'
[2021-03-13T05:24:08.188940] [cn2298.hpc.nih.gov] [29836_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_411_chr17_KI270908v1_alt_0000' to sub-workflow 'CallGenome'
[2021-03-13T05:24:08.190782] [cn2298.hpc.nih.gov] [29836_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_411_chr17_KI270908v1_alt_0000' to sub-workflow 'CallGenome'
[2021-03-13T05:24:08.192518] [cn2298.hpc.nih.gov] [29836_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_272_chr8_KI270810v1_alt_0000' launched from sub-workflow 'CallGenome'
[2021-03-13T05:24:08.195835] [cn2298.hpc.nih.gov] [29836_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_412_chr18_KI270912v1_alt_0000' to sub-workflow 'CallGenome'
[2021-03-13T05:24:08.197126] [cn2298.hpc.nih.gov] [29836_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_321_chr15_GL383554v1_alt_0000' launched from sub-workflow 'CallGenome'
[2021-03-13T05:24:08.198423] [cn2298.hpc.nih.gov] [29836_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_412_chr18_KI270912v1_alt_0000' to sub-workflow 'CallGenome'
[2021-03-13T05:24:08.237089] [cn2298.hpc.nih.gov] [29836_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_015_chr16_0003] Task initiated on local node
[2021-03-13T05:24:08.240487] [cn2298.hpc.nih.gov] [29836_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_413_chr18_KI270911v1_alt_0000' to sub-workflow 'CallGenome'
[2021-03-13T05:24:08.242691] [cn2298.hpc.nih.gov] [29836_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_411_chr17_KI270908v1_alt_0000' from sub-workflow 'CallGenome'
[2021-03-13T05:24:08.243911] [cn2298.hpc.nih.gov] [29836_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_413_chr18_KI270911v1_alt_0000' to sub-workflow 'CallGenome'
[2021-03-13T05:24:08.245043] [cn2298.hpc.nih.gov] [29836_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_003_chr4_0006' from sub-workflow 'CallGenome'
[2021-03-13T05:24:08.245969] [cn2298.hpc.nih.gov] [29836_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_414_chr19_GL949747v2_alt_0000' to sub-workflow 'CallGenome'
[2021-03-13T05:24:08.248207] [cn2298.hpc.nih.gov] [29836_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_414_chr19_GL949747v2_alt_0000' to sub-workflow 'CallGenome'
[2021-03-13T05:24:08.251381] [cn2298.hpc.nih.gov] [29836_1] [TaskManager] Completed command task: 'CallGenome+compressSegmentOutput_chromId_022_chrX_0007' launched from sub-workflow 'CallGenome'
[2021-03-13T05:24:08.270988] [cn2298.hpc.nih.gov] [29836_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_415_chr22_KB663609v1_alt_0000' to sub-workflow 'CallGenome'
[2021-03-13T05:24:08.285771] [cn2298.hpc.nih.gov] [29836_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_411_chr17_KI270908v1_alt_0000] Task initiated on local node
[2021-03-13T05:24:08.287957] [cn2298.hpc.nih.gov] [29836_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_415_chr22_KB663609v1_alt_0000' to sub-workflow 'CallGenome'
[2021-03-13T05:24:08.291154] [cn2298.hpc.nih.gov] [29836_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_005_chr6_0004' from sub-workflow 'CallGenome'
[2021-03-13T05:24:08.293564] [cn2298.hpc.nih.gov] [29836_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_416_chrX_KI270913v1_alt_0000' to sub-workflow 'CallGenome'
[2021-03-13T05:24:08.297176] [cn2298.hpc.nih.gov] [29836_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_056_chr17_KI270730v1_random_0000' launched from sub-workflow 'CallGenome'
[2021-03-13T05:24:08.298203] [cn2298.hpc.nih.gov] [29836_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_416_chrX_KI270913v1_alt_0000' to sub-workflow 'CallGenome'
[2021-03-13T05:24:08.299995] [cn2298.hpc.nih.gov] [29836_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_395_chr4_KI270896v1_alt_0000' launched from sub-workflow 'CallGenome'
[2021-03-13T05:24:08.305013] [cn2298.hpc.nih.gov] [29836_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_417_chr19_KI270914v1_alt_0000' to sub-workflow 'CallGenome'
[2021-03-13T05:24:08.327013] [cn2298.hpc.nih.gov] [29836_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_003_chr4_0006] Task initiated on local node
[2021-03-13T05:24:08.330830] [cn2298.hpc.nih.gov] [29836_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_417_chr19_KI270914v1_alt_0000' to sub-workflow 'CallGenome'
[2021-03-13T05:24:08.332657] [cn2298.hpc.nih.gov] [29836_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_005_chr6_0004] Task initiated on local node
[2021-03-13T05:24:08.333555] [cn2298.hpc.nih.gov] [29836_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_031_chr1_KI270712v1_random_0000' from sub-workflow 'CallGenome'
[2021-03-13T05:24:08.334567] [cn2298.hpc.nih.gov] [29836_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_418_chr19_KI270915v1_alt_0000' to sub-workflow 'CallGenome'
[2021-03-13T05:24:08.335899] [cn2298.hpc.nih.gov] [29836_1] [TaskManager] Launching command task: 'CallGenome+compressSegmentOutput_chromId_023_chrY_0000' from sub-workflow 'CallGenome'
[2021-03-13T05:24:08.337094] [cn2298.hpc.nih.gov] [29836_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_418_chr19_KI270915v1_alt_0000' to sub-workflow 'CallGenome'
[2021-03-13T05:24:08.339196] [cn2298.hpc.nih.gov] [29836_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_419_chr19_KI270916v1_alt_0000' to sub-workflow 'CallGenome'
[2021-03-13T05:24:08.342399] [cn2298.hpc.nih.gov] [29836_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_419_chr19_KI270916v1_alt_0000' to sub-workflow 'CallGenome'
[2021-03-13T05:24:08.373519] [cn2298.hpc.nih.gov] [29836_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_031_chr1_KI270712v1_random_0000] Task initiated on local node
[2021-03-13T05:24:08.378669] [cn2298.hpc.nih.gov] [29836_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_420_chr19_KI270917v1_alt_0000' to sub-workflow 'CallGenome'
[2021-03-13T05:24:08.380314] [cn2298.hpc.nih.gov] [29836_1] [TaskRunner:CallGenome+compressSegmentOutput_chromId_023_chrY_0000] Task initiated on local node
[2021-03-13T05:24:08.381415] [cn2298.hpc.nih.gov] [29836_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_401_chr8_KI270900v1_alt_0000' launched from sub-workflow 'CallGenome'
[2021-03-13T05:24:08.392077] [cn2298.hpc.nih.gov] [29836_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_420_chr19_KI270917v1_alt_0000' to sub-workflow 'CallGenome'
[2021-03-13T05:24:08.411087] [cn2298.hpc.nih.gov] [29836_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_421_chr19_KI270918v1_alt_0000' to sub-workflow 'CallGenome'
[2021-03-13T05:24:08.412721] [cn2298.hpc.nih.gov] [29836_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_011_chr12_0006' from sub-workflow 'CallGenome'
[2021-03-13T05:24:08.413589] [cn2298.hpc.nih.gov] [29836_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_421_chr19_KI270918v1_alt_0000' to sub-workflow 'CallGenome'
[2021-03-13T05:24:08.415401] [cn2298.hpc.nih.gov] [29836_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_422_chr19_KI270919v1_alt_0000' to sub-workflow 'CallGenome'
[2021-03-13T05:24:08.417194] [cn2298.hpc.nih.gov] [29836_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_007_chr8_0012' launched from sub-workflow 'CallGenome'
[2021-03-13T05:24:08.418219] [cn2298.hpc.nih.gov] [29836_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_422_chr19_KI270919v1_alt_0000' to sub-workflow 'CallGenome'
[2021-03-13T05:24:08.444632] [cn2298.hpc.nih.gov] [29836_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_000_chr1_0017' from sub-workflow 'CallGenome'
[2021-03-13T05:24:08.446273] [cn2298.hpc.nih.gov] [29836_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_423_chr19_KI270920v1_alt_0000' to sub-workflow 'CallGenome'
[2021-03-13T05:24:08.448658] [cn2298.hpc.nih.gov] [29836_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_423_chr19_KI270920v1_alt_0000' to sub-workflow 'CallGenome'
[2021-03-13T05:24:08.451318] [cn2298.hpc.nih.gov] [29836_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_305_chr12_GL383551v1_alt_0000' launched from sub-workflow 'CallGenome'
[2021-03-13T05:24:08.462050] [cn2298.hpc.nih.gov] [29836_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_424_chr19_KI270921v1_alt_0000' to sub-workflow 'CallGenome'
[2021-03-13T05:24:08.469757] [cn2298.hpc.nih.gov] [29836_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_011_chr12_0006] Task initiated on local node
[2021-03-13T05:24:08.487199] [cn2298.hpc.nih.gov] [29836_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_000_chr1_0017] Task initiated on local node
[2021-03-13T05:24:08.490226] [cn2298.hpc.nih.gov] [29836_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_424_chr19_KI270921v1_alt_0000' to sub-workflow 'CallGenome'
[2021-03-13T05:24:08.491891] [cn2298.hpc.nih.gov] [29836_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_423_chr19_KI270920v1_alt_0000' from sub-workflow 'CallGenome'
[2021-03-13T05:24:08.493396] [cn2298.hpc.nih.gov] [29836_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_425_chr19_KI270922v1_alt_0000' to sub-workflow 'CallGenome'
[2021-03-13T05:24:08.496198] [cn2298.hpc.nih.gov] [29836_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_425_chr19_KI270922v1_alt_0000' to sub-workflow 'CallGenome'
[2021-03-13T05:24:08.497883] [cn2298.hpc.nih.gov] [29836_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_059_chr22_KI270733v1_random_0000' launched from sub-workflow 'CallGenome'
[2021-03-13T05:24:08.500908] [cn2298.hpc.nih.gov] [29836_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_426_chr19_KI270923v1_alt_0000' to sub-workflow 'CallGenome'
[2021-03-13T05:24:08.501797] [cn2298.hpc.nih.gov] [29836_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_403_chr11_KI270903v1_alt_0000' launched from sub-workflow 'CallGenome'
[2021-03-13T05:24:08.506677] [cn2298.hpc.nih.gov] [29836_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_426_chr19_KI270923v1_alt_0000' to sub-workflow 'CallGenome'
[2021-03-13T05:24:08.542571] [cn2298.hpc.nih.gov] [29836_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_423_chr19_KI270920v1_alt_0000] Task initiated on local node
[2021-03-13T05:24:08.545922] [cn2298.hpc.nih.gov] [29836_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_427_chr3_KI270924v1_alt_0000' to sub-workflow 'CallGenome'
[2021-03-13T05:24:08.547523] [cn2298.hpc.nih.gov] [29836_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_424_chr19_KI270921v1_alt_0000' from sub-workflow 'CallGenome'
[2021-03-13T05:24:08.548808] [cn2298.hpc.nih.gov] [29836_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_427_chr3_KI270924v1_alt_0000' to sub-workflow 'CallGenome'
[2021-03-13T05:24:08.550375] [cn2298.hpc.nih.gov] [29836_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_000_chr1_0009' from sub-workflow 'CallGenome'
[2021-03-13T05:24:08.552195] [cn2298.hpc.nih.gov] [29836_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_428_chr4_KI270925v1_alt_0000' to sub-workflow 'CallGenome'
[2021-03-13T05:24:08.554500] [cn2298.hpc.nih.gov] [29836_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_428_chr4_KI270925v1_alt_0000' to sub-workflow 'CallGenome'
[2021-03-13T05:24:08.555607] [cn2298.hpc.nih.gov] [29836_1] [TaskManager] Completed command task: 'CallGenome+compressSegmentOutput_chromId_023_chrY_0000' launched from sub-workflow 'CallGenome'
[2021-03-13T05:24:08.592224] [cn2298.hpc.nih.gov] [29836_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_429_chr6_GL000252v2_alt_0000' to sub-workflow 'CallGenome'
[2021-03-13T05:24:08.599788] [cn2298.hpc.nih.gov] [29836_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_424_chr19_KI270921v1_alt_0000] Task initiated on local node
[2021-03-13T05:24:08.602466] [cn2298.hpc.nih.gov] [29836_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_429_chr6_GL000252v2_alt_0000' to sub-workflow 'CallGenome'
[2021-03-13T05:24:08.603499] [cn2298.hpc.nih.gov] [29836_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_313_chr13_KI270842v1_alt_0000' from sub-workflow 'CallGenome'
[2021-03-13T05:24:08.604953] [cn2298.hpc.nih.gov] [29836_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_430_chr8_KI270926v1_alt_0000' to sub-workflow 'CallGenome'
[2021-03-13T05:24:08.607974] [cn2298.hpc.nih.gov] [29836_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_430_chr8_KI270926v1_alt_0000' to sub-workflow 'CallGenome'
[2021-03-13T05:24:08.653324] [cn2298.hpc.nih.gov] [29836_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_431_chr11_KI270927v1_alt_0000' to sub-workflow 'CallGenome'
[2021-03-13T05:24:08.654808] [cn2298.hpc.nih.gov] [29836_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_001_chr2_0018' launched from sub-workflow 'CallGenome'
[2021-03-13T05:24:08.658284] [cn2298.hpc.nih.gov] [29836_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_000_chr1_0009] Task initiated on local node
[2021-03-13T05:24:08.696737] [cn2298.hpc.nih.gov] [29836_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_431_chr11_KI270927v1_alt_0000' to sub-workflow 'CallGenome'
[2021-03-13T05:24:08.700731] [cn2298.hpc.nih.gov] [29836_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_313_chr13_KI270842v1_alt_0000] Task initiated on local node
[2021-03-13T05:24:08.704250] [cn2298.hpc.nih.gov] [29836_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_432_chr19_GL949748v2_alt_0000' to sub-workflow 'CallGenome'
[2021-03-13T05:24:08.705638] [cn2298.hpc.nih.gov] [29836_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_404_chr12_KI270904v1_alt_0000' from sub-workflow 'CallGenome'
[2021-03-13T05:24:08.706906] [cn2298.hpc.nih.gov] [29836_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_432_chr19_GL949748v2_alt_0000' to sub-workflow 'CallGenome'
[2021-03-13T05:24:08.709837] [cn2298.hpc.nih.gov] [29836_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_433_chr22_KI270928v1_alt_0000' to sub-workflow 'CallGenome'
[2021-03-13T05:24:08.711222] [cn2298.hpc.nih.gov] [29836_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_031_chr1_KI270712v1_random_0000' launched from sub-workflow 'CallGenome'
[2021-03-13T05:24:08.712567] [cn2298.hpc.nih.gov] [29836_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_433_chr22_KI270928v1_alt_0000' to sub-workflow 'CallGenome'
[2021-03-13T05:24:08.715436] [cn2298.hpc.nih.gov] [29836_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_411_chr17_KI270908v1_alt_0000' launched from sub-workflow 'CallGenome'
[2021-03-13T05:24:08.742681] [cn2298.hpc.nih.gov] [29836_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_434_chr19_KI270929v1_alt_0000' to sub-workflow 'CallGenome'
[2021-03-13T05:24:08.758655] [cn2298.hpc.nih.gov] [29836_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_404_chr12_KI270904v1_alt_0000] Task initiated on local node
[2021-03-13T05:24:08.761164] [cn2298.hpc.nih.gov] [29836_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_434_chr19_KI270929v1_alt_0000' to sub-workflow 'CallGenome'
[2021-03-13T05:24:08.762942] [cn2298.hpc.nih.gov] [29836_1] [TaskManager] Launching command task: 'CallGenome+compressSegmentOutput_chromId_004_chr5_0003' from sub-workflow 'CallGenome'
[2021-03-13T05:24:08.764195] [cn2298.hpc.nih.gov] [29836_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_435_chr19_KI270930v1_alt_0000' to sub-workflow 'CallGenome'
[2021-03-13T05:24:08.765293] [cn2298.hpc.nih.gov] [29836_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_314_chr14_KI270844v1_alt_0000' from sub-workflow 'CallGenome'
[2021-03-13T05:24:08.768220] [cn2298.hpc.nih.gov] [29836_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_435_chr19_KI270930v1_alt_0000' to sub-workflow 'CallGenome'
[2021-03-13T05:24:08.771022] [cn2298.hpc.nih.gov] [29836_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_436_chr19_KI270931v1_alt_0000' to sub-workflow 'CallGenome'
[2021-03-13T05:24:08.774230] [cn2298.hpc.nih.gov] [29836_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_016_chr17_0005' launched from sub-workflow 'CallGenome'
[2021-03-13T05:24:08.776710] [cn2298.hpc.nih.gov] [29836_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_436_chr19_KI270931v1_alt_0000' to sub-workflow 'CallGenome'
[2021-03-13T05:24:08.821130] [cn2298.hpc.nih.gov] [29836_1] [TaskRunner:CallGenome+compressSegmentOutput_chromId_004_chr5_0003] Task initiated on local node
[2021-03-13T05:24:08.823496] [cn2298.hpc.nih.gov] [29836_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_437_chr19_KI270932v1_alt_0000' to sub-workflow 'CallGenome'
[2021-03-13T05:24:08.825997] [cn2298.hpc.nih.gov] [29836_1] [TaskManager] Launching command task: 'CallGenome+compressSegmentOutput_chromId_005_chr6_0007' from sub-workflow 'CallGenome'
[2021-03-13T05:24:08.828597] [cn2298.hpc.nih.gov] [29836_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_437_chr19_KI270932v1_alt_0000' to sub-workflow 'CallGenome'
[2021-03-13T05:24:08.831937] [cn2298.hpc.nih.gov] [29836_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_314_chr14_KI270844v1_alt_0000] Task initiated on local node
[2021-03-13T05:24:08.857969] [cn2298.hpc.nih.gov] [29836_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_438_chr19_KI270933v1_alt_0000' to sub-workflow 'CallGenome'
[2021-03-13T05:24:08.875372] [cn2298.hpc.nih.gov] [29836_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_438_chr19_KI270933v1_alt_0000' to sub-workflow 'CallGenome'
[2021-03-13T05:24:08.879957] [cn2298.hpc.nih.gov] [29836_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_439_chr19_GL000209v2_alt_0000' to sub-workflow 'CallGenome'
[2021-03-13T05:24:08.881470] [cn2298.hpc.nih.gov] [29836_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_423_chr19_KI270920v1_alt_0000' launched from sub-workflow 'CallGenome'
[2021-03-13T05:24:08.895195] [cn2298.hpc.nih.gov] [29836_1] [TaskRunner:CallGenome+compressSegmentOutput_chromId_005_chr6_0007] Task initiated on local node
[2021-03-13T05:24:08.919426] [cn2298.hpc.nih.gov] [29836_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_439_chr19_GL000209v2_alt_0000' to sub-workflow 'CallGenome'
[2021-03-13T05:24:08.922469] [cn2298.hpc.nih.gov] [29836_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_440_chr3_KI270934v1_alt_0000' to sub-workflow 'CallGenome'
[2021-03-13T05:24:08.923362] [cn2298.hpc.nih.gov] [29836_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_022_chrX_0011' from sub-workflow 'CallGenome'
[2021-03-13T05:24:08.926043] [cn2298.hpc.nih.gov] [29836_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_440_chr3_KI270934v1_alt_0000' to sub-workflow 'CallGenome'
[2021-03-13T05:24:08.927909] [cn2298.hpc.nih.gov] [29836_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_441_chr6_GL000253v2_alt_0000' to sub-workflow 'CallGenome'
[2021-03-13T05:24:08.928774] [cn2298.hpc.nih.gov] [29836_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_424_chr19_KI270921v1_alt_0000' launched from sub-workflow 'CallGenome'
[2021-03-13T05:24:08.933175] [cn2298.hpc.nih.gov] [29836_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_441_chr6_GL000253v2_alt_0000' to sub-workflow 'CallGenome'
[2021-03-13T05:24:08.934336] [cn2298.hpc.nih.gov] [29836_1] [TaskManager] Completed command task: 'CallGenome+compressSegmentOutput_chromId_004_chr5_0003' launched from sub-workflow 'CallGenome'
[2021-03-13T05:24:08.937517] [cn2298.hpc.nih.gov] [29836_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_442_chr19_GL949749v2_alt_0000' to sub-workflow 'CallGenome'
