Building DAG of jobs...
Using shell: /usr/bin/bash
Provided cores: 16
Rules claiming more threads will be scaled down.
Job counts:
	count	jobs
	1	strelka
	1

[Sat Mar 13 00:23:58 2021]
rule strelka:
    input: /spin1/scratch/tandonm/pipeline_out/tn_test_1/bams/chrom_split/Sample4_CRL1622_S31.test.chr17.split.bam, /spin1/scratch/tandonm/pipeline_out/tn_test_1/bams/chrom_split/Sample10_ARK1_S37.test.chr17.split.bam
    output: /spin1/scratch/tandonm/pipeline_out/tn_test_1/somatic/SNP_Indels/strelka_out/chrom_split/Sample10_ARK1_S37.test.chr17.vcf
    jobid: 0
    wildcards: samples=Sample10_ARK1_S37.test, chroms=chr17

[+] Loading strelka  2.9.0  on cn2345 

Successfully created workflow run script.
To execute the workflow, run the following script and set appropriate options:

/spin1/scratch/tandonm/pipeline_out/tn_test_1/somatic/SNP_Indels/strelka_out/chrom_split/Sample10_ARK1_S37.test/chr17/runWorkflow.py
[2021-03-13T05:24:02.500002] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Initiating pyFlow run
[2021-03-13T05:24:02.500606] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] pyFlowClientWorkflowClass: StrelkaSomaticWorkflow
[2021-03-13T05:24:02.501032] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] pyFlowVersion: 1.1.19
[2021-03-13T05:24:02.501452] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] pythonVersion: 2.7.15.final.0
[2021-03-13T05:24:02.501856] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] WorkingDir: '/spin1/scratch/tandonm/pipeline_out/tn_test_1/somatic/SNP_Indels/strelka_out/chrom_split/Sample10_ARK1_S37.test/chr17'
[2021-03-13T05:24:02.502302] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] ProcessCmdLine: './runWorkflow.py -m local -j 15'
[2021-03-13T05:24:02.502734] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] [RunParameters] mode: local
[2021-03-13T05:24:02.503290] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] [RunParameters] nCores: 15
[2021-03-13T05:24:02.503662] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] [RunParameters] memMb: 257654
[2021-03-13T05:24:02.504276] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] [RunParameters] dataDir: /spin1/scratch/tandonm/pipeline_out/tn_test_1/somatic/SNP_Indels/strelka_out/chrom_split/Sample10_ARK1_S37.test/chr17/workspace/pyflow.data
[2021-03-13T05:24:02.504957] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] [RunParameters] isDryRun: False
[2021-03-13T05:24:02.505577] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] [RunParameters] isContinue: False
[2021-03-13T05:24:02.506213] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] [RunParameters] isForceContinue: True
[2021-03-13T05:24:02.506869] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] [RunParameters] mailTo: ''
[2021-03-13T05:24:02.508025] [cn2345.hpc.nih.gov] [49567_1] [TaskRunner:masterWorkflow] Starting task specification for master workflow
[2021-03-13T05:24:02.508641] [cn2345.hpc.nih.gov] [49567_1] [StrelkaSomaticWorkflow] Initiating Strelka somatic workflow version: UNKNOWN
[2021-03-13T05:24:03.150119] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_007_chr8_0012' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.151035] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_007_chr8_0012' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.157183] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_008_chr9_0000' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.157882] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_008_chr9_0000' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.158831] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_008_chr9_0001' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.164831] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_008_chr9_0001' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.165721] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_008_chr9_0002' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.166720] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_008_chr9_0002' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.172930] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_008_chr9_0003' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.173524] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_008_chr9_0003' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.174672] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_008_chr9_0004' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.181049] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_008_chr9_0004' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.181896] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_008_chr9_0005' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.182641] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_008_chr9_0005' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.189685] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_008_chr9_0006' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.190478] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_008_chr9_0006' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.197063] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_008_chr9_0007' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.197718] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_008_chr9_0007' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.198581] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_008_chr9_0008' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.207634] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_008_chr9_0008' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.208898] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_008_chr9_0009' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.215774] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_008_chr9_0009' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.217082] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_008_chr9_0010' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.218061] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_008_chr9_0010' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.228975] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_008_chr9_0011' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.230092] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_008_chr9_0011' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.241743] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_009_chr10_0000' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.242709] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_009_chr10_0000' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.253541] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_009_chr10_0001' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.254526] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_009_chr10_0001' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.255540] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_009_chr10_0002' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.256292] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_009_chr10_0002' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.257522] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_009_chr10_0003' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.258452] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_009_chr10_0003' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.259617] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_009_chr10_0004' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.260491] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_009_chr10_0004' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.261597] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_009_chr10_0005' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.262613] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_009_chr10_0005' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.273334] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_009_chr10_0006' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.274133] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_009_chr10_0006' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.275370] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_009_chr10_0007' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.276434] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_009_chr10_0007' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.277457] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_009_chr10_0008' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.278293] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_009_chr10_0008' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.279555] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_009_chr10_0009' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.280322] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_009_chr10_0009' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.281504] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_009_chr10_0010' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.282303] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_009_chr10_0010' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.283383] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_009_chr10_0011' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.284298] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_009_chr10_0011' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.285564] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_010_chr11_0000' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.286469] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_010_chr11_0000' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.287656] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_010_chr11_0001' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.288670] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_010_chr11_0001' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.289867] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_010_chr11_0002' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.290778] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_010_chr11_0002' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.291765] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_010_chr11_0003' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.302005] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_010_chr11_0003' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.303168] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_010_chr11_0004' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.304123] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_010_chr11_0004' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.305306] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_010_chr11_0005' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.306111] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_010_chr11_0005' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.307320] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_010_chr11_0006' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.308338] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_010_chr11_0006' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.309496] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_010_chr11_0007' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.310588] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_010_chr11_0007' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.311575] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_010_chr11_0008' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.312571] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_010_chr11_0008' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.313719] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_010_chr11_0009' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.314684] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_010_chr11_0009' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.315758] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_010_chr11_0010' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.316611] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_010_chr11_0010' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.317637] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_010_chr11_0011' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.318479] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_010_chr11_0011' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.319531] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_011_chr12_0000' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.332212] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_011_chr12_0000' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.347874] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_011_chr12_0001' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.348904] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_011_chr12_0001' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.350083] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_011_chr12_0002' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.350931] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_011_chr12_0002' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.352078] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_011_chr12_0003' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.352912] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_011_chr12_0003' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.353907] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_011_chr12_0004' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.354665] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_011_chr12_0004' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.355848] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_011_chr12_0005' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.356936] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_011_chr12_0005' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.358005] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_011_chr12_0006' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.358987] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_011_chr12_0006' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.360191] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_011_chr12_0007' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.361218] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_011_chr12_0007' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.362319] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_011_chr12_0008' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.363177] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_011_chr12_0008' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.364458] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_011_chr12_0009' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.365258] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_011_chr12_0009' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.366236] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_011_chr12_0010' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.367095] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_011_chr12_0010' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.368350] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_011_chr12_0011' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.369222] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_011_chr12_0011' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.370246] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_012_chr13_0000' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.371053] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_012_chr13_0000' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.371988] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_012_chr13_0001' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.372734] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_012_chr13_0001' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.373821] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_012_chr13_0002' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.374504] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_012_chr13_0002' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.386481] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_012_chr13_0003' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.387254] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_012_chr13_0003' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.388359] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_012_chr13_0004' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.389342] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_012_chr13_0004' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.390501] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_012_chr13_0005' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.391260] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_012_chr13_0005' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.392330] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_012_chr13_0006' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.393417] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_012_chr13_0006' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.394409] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_012_chr13_0007' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.395416] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_012_chr13_0007' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.396624] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_012_chr13_0008' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.397883] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_012_chr13_0008' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.399022] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_012_chr13_0009' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.399745] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_012_chr13_0009' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.400908] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_013_chr14_0000' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.401644] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_013_chr14_0000' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.402690] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_013_chr14_0001' to sub-workflow 'CallGenome'
[2021-03-13T05:24:03.403447] [cn2345.hpc.nih.gov] [49567_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_013_chr14_0001' to sub-workflow 'CallGenome'
